,headline,label
786,Itau Unibanco reports Q4 results,Negative
787,"UPDATE 1-Brazil's Itau Unibanco posts higher profit on consumer lending, fees",Positive
788,"Brazil's Itau Unibanco reports higher quarterly profit on consumer lending, fees",Positive
789,Why passive managers like Vanguard are moving into PE Premium,Positive
790,Stock performance study shows companies should take environmental and social factors seriously,Positive
791,Itau Unibanco Holding goes ex-dividend tomorrow,Positive
792,AB InBev CFO Says He’s Ready to Close Chapter and Do Something New,Positive
793,Felipe Dutra steps down at AB InBev,Negative
794,Pro Bankruptcy Briefing: PG&E Wins Approval of Bondholder Settlement | Ex-Owner’s Concerns Threaten Redevelopment of Philly Refinery | Judge OKs Landlords’ Bid for Forever 21 as Stalking Horse,Positive
795,Banco Bradesco reports 4Q19 results,Negative
796,"AB InBev CFO Dutra to step down, Ambev's Tennenbaum to replace him",Negative
797,"UPDATE 1-AB InBev CFO Dutra to step down, Ambev's Tennenbaum to replace him",Negative
798,Anheuser-Busch InBev CFO Felipe Dutra to Step Down,Neutral
799,Banco Bradesco declares BRL0.0172 dividend,Positive
800,UPDATE 1-Shares in Brazilian reinsurer IRB down 8.4% after asset manager questions financial statements,Positive
801,Banco Bradesco goes ex-dividend tomorrow,Positive
802,"UPDATE 2-Brazilian homebuilder Mitre, shareholders raise $282.5 mln in IPO",Positive
803,Brazilian education firm Cogna to raise up to $645 million in share offering,Positive
804,Brazilian education firm Cogna to raise up to $645 mln in share offering,Positive
805,The Daily Shot: U.S. Buying Climate Index Hits Record High,Positive
806,Exclusive: Brazil lender Banco Daycoval plans to raise close to $1 billion in IPO - sources,Positive
807,Residents Near Brazil’s Mine Dams Live in Fear,Negative
808,UPDATE 1-IFR US ECM Calendar,Negative
809,CORRECTED-IFR US ECM Calendar,Negative
810,The Daily Shot: Fund Managers Stung by Commodities,Positive
811,Petrobras readies sale of Brazil fuel distributor stake: sources,Positive
812,UPDATE 1-Petrobras readies sale of Brazil fuel distributor stake -sources,Positive
813,Brazil's Petrobras hires banks to sell stake in fuel distributor - source,Positive
814,Exclusive: Banco do Brasil plans reforms after failed privatization bid - sources,Negative
815,IFR US ECM WEEKLY WRAP-UP,Neutral
816,"Brazil's Minerva prices share offer at 13 reais, 9% discount vs last close -sources",Positive
817,An inconvenient truth for Brazil’s biggest company,Positive
818,A ‘preelection speech’: Attendees react to Trump’s Davos address,Positive
819,Brazil's Ambev sets ambitious target to end plastic pollution in packaging,Positive
820,Brazil education co Anima plans to raise around $242 mln in share offering,Positive
821,"Brazil 2019 equity offering surge could be just the start, bankers say",Positive
822,"Brazil's Locaweb, shareholders aim to raise up to $240 mln in IPO - filing",Positive
823,"Brazil's Locaweb, shareholders aim to raise up to $240 million in IPO: filing",Positive
824,"Trump Tried to Kill Anti-Bribery Rule He Deemed ‘Unfair,’ New Book Alleges",Negative
825,Saudi Aramco rated ‘underweight’ by Morgan Stanley,Positive
826,Why Vitol boss will ‘kick butts’ to boost performance,Positive
827,Iran Strikes Reverberate Across Persian Gulf Economy,Negative
828,Brazil's Anima picks banks for share offering -reports,Positive
829,UPDATE 1-Brazil's Anima picks banks for share offering -reports,Positive
830,Brazil's Anima picks banks for share offering: reports,Positive
831,Brazilian state lender Caixa picks banks for insurance unit IPO -sources,Positive
832,Brazilian state lender Caixa picks banks for insurance unit IPO: sources,Positive
833,US air strike/oil: Russian redoubt Premium,Negative
834,Vanguard’s Asia Head Leaves Investing Giant After Leading China Push,Positive
835,Itau Unibanco Holding goes ex-dividend on Thursday,Positive
836,Latin America’s hopes rest on Brazil after dismal year,Positive
837,Latin America must kick its addiction to oil-powered development,Neutral
838,Brazil's Itau more than quadruples stake in education lender Pravaler to 37.9%,Positive
839,Latam banks: flying down to Rio Premium,Negative
840,Brazilian football pays penalty as clubs resist reform,Neutral
841,Emerging-Market Junk Bonds Sell at Record Pace,Neutral
842,Maersk offices raided in Brazil over Petrobras bribe probe,Negative
843,Brazil's Itau extends prepayments offer to all clients,Positive
844,"As Brazilian payment apps multiply, some warn of a shakeout",Neutral
845,Brazil's XP to boost banking unit after IPO; shares pop in U.S. debut,Positive
846,Brazil's XP Inc shares pop in U.S. market debut,Positive
847,UPDATE 2-Brazil's XP to boost banking unit after IPO; shares pop in U.S. debut,Positive
848,Brazilian financial platform XP sets price per share at $27 in Nasdaq IPO - sources,Positive
849,Brazil's XP valued at $14.9 billion as it prices Nasdaq listing: sources,Positive
850,UPDATE 2-Brazil's XP valued at $14.9 bln as it prices Nasdaq listing -sources,Positive
851,Brazilian web services co Locaweb files for IPO - filing,Positive
852,Brazilian web services co Locaweb files for IPO: filing,Positive
853,Brazilian homebuilder Moura Dubeux files for IPO,Positive
854,Ericsson to Pay Over $1 Billion to Settle U.S. Bribery Charges,Negative
855,Brazil’s booming credit markets fan hopes of ‘revolution’,Positive
856,Hamilton Lane Closes Second Brazil-Focused Fund,Neutral
857,Brazil`s Itau BBA sees capital markets activity up in 2020,Positive
858,Brazil’s Economy Expands at Fastest Pace in Six Quarters,Positive
859,UPDATE 1-Brazil`s Itau BBA sees capital markets activity up in 2020,Neutral
860,"Exclusive: Brazil's Odebrecht in talks to stave off Braskem sale, keep payout - sources",Positive
861,"Amid Aramco IPO, Saudis Take Tough Stance With OPEC—Energy Journal",Positive
862,Brazil's largest digital broker XP expects IPO to raise $1.81 bln,Positive
863,Brazil's largest digital broker XP expects IPO to raise $1.81 billion,Positive
864,"Trump slaps tariffs on Brazilian steel, aluminum",Positive
865,Itau Unibanco Holding goes ex-dividend on Monday,Positive
866,UPDATE 2-Shares in Brazilian banks down after cap on overdraft interest rates,Neutral
867,Perpetuating incumbents: Brazil’s new election law,Positive
868,Brazil's antitrust watchdog rejects Itau Unibanco appeal on card processor case,Positive
869,UPDATE 2-Brazil's antitrust watchdog rejects Itau Unibanco appeal on card processor case,Neutral
870,UPDATE 2-Former Actis partner joins XP to launch $298 mln private equity fund,Positive
871,Samsung Shipbuilder Settles Petrobras Bribery Charges for $75 Million,Negative
872,Brazil's Log-in prices share at 14.5 reais in offering - filing,Positive
873,Swiss prosecutors search Vitol and Trafigura offices,Positive
874,Shares in Brazil's Cogna rise 3% as education company considers IPO of K-12 division,Positive
875,UPDATE 1-Shares in Brazil's Cogna rise 3% as education company considers IPO of K-12 division,Positive
876,Brazilian education co Cogna up 2.2% after reports of IPO of its K-12 division,Positive
877,UPDATE 1-Brazil's BNDES to sell $1.9 bln in JBS shares -chairman,Positive
878,UPDATE 1-Brazil's BNDES hires banks to sell stake in JBS,Positive
879,Brazil's BNDES hires banks to sell shares in JBS - source,Positive
880,UPDATE 2-IFR US ECM Calendar,Negative
881,Brazil's largest digital broker files for Nasdaq IPO,Positive
882,UPDATE 1-Brazil's largest digital broker XP files for Nasdaq IPO,Positive
883,Brazil's largest digital broker XP files for Nasdaq IPO,Positive
884,Robots help increase safety on oil rigs,Positive
885,Ambev to invest $145 mln in wind farm to power Budweiser breweries in Brazil,Positive
886,Ambev to invest $145 million in wind farm to power Budweiser breweries in Brazil,Positive
887,Brazil Had High Hopes for Its Big Oil Auction. They Went Bust.,Positive
888,Brazil’s blockbuster oil auction falls flat,Positive
889,Brazil prepares for deep-sea oil auction bonanza,Negative
890,"Itau Unibanco Holding EPS misses by R$0.03, beats on revenue",Positive
891,Brazil pinpoints Greek tanker in probe of huge oil leak,Negative
892,Banco Bradesco goes ex-dividend on Monday,Positive
893,Rising oil prices has options bulls betting on this energy name,Positive
894,Auction house changes — new chief executive for Sotheby’s,Negative
895,Banco Bradesco reports Q3 results,Negative
896,Why the Atlantic region is key to Colombia’s energy,Positive
897,The Brutal Politics of Brazil’s Drug War,Negative
898,UPDATE 3-Ambev says price hikes to keep a lid on Brazil beer volumes in Q4 -CFO,Positive
899,UPDATE 1-Brazilian beverage distributors file antitrust complaint against Ambev,Positive
900,Brazil brewer Ambev posts 9.7% drop in Q3 profit,Positive
901,"EMERGING MARKETS-Latam FX firm, Petrobras rally takes Brazil stocks to new highs",Positive
902,Brazilian beverage distributors file antitrust complaint against Ambev,Positive
903,"EMERGING MARKETS-Trade optimism lifts Latam currencies, Argentine election awaited",Positive
904,Ambev says price hikes to keep a lid on Brazil beer volumes in fourth-quarter - CFO,Positive
905,Debt-ridden state-owned firms pose rising risk to EM public finances  Premium,Positive
906,"Three things to watch for in the markets on Friday including Amazon reaction, economic data",Positive
907,"Ambev to launch Brazil's first canned water by year-end, executive says",Positive
908,Forget the trade war: The market just wants to see good earnings,Negative
909,Credicorp sells majority of Banco Santander Chile's stake in Nexus,Positive
910,Mysterious Oil Spill Becomes New Environmental Crisis for Brazil,Negative
911,Mexico: López Obrador makes a big bet on oil,Positive
912,Beer lifts Brazil state economy built on cassava,Positive
913,When Mac & Cheese and Ketchup Don’t Mix: The Kraft Heinz Merger Falters,Positive
914,A.I.: Your Next Career Move,Positive
915,Itau Unibanco goes ex-dividend on Tuesday,Positive
916,Banco Bradesco goes ex-dividend on Tuesday,Positive
917,"Mercedes Benz Brazil to invest 1.4 billion reais for new trucks, but exports still weak",Negative
918,"Mercedes Benz Brazil to invest 1.4 bln reais for new trucks, but exports still weak",Negative
919,Nissan Got Rid of Carlos Ghosn. The Way It Did So May Prove Costly.,Negative
920,"Brazil police raid investment bank BTG Pactual, shares sink over 11%",Positive
921,Where to stay and play with your pup on National Dog Day,Positive
922,Latin America: Brazil’s anti-corruption drive faces a backlash,Positive
923,Ex-Brazil finance minister says Ambev bribed two former presidents -report,Positive
924,Brazil's Ambev calls bribery allegations 'false and incoherent',Negative
925,UPDATE 1-Brazil's Ambev calls bribery allegations 'false and incoherent',Negative
926,Brazil’s Petrobras sees jump in second quarter profits,Positive
927,Rio Tinto reports biggest first-half profit since 2014 on red-hot iron ore,Positive
928,"Dow drops 280 points, giving up big earlier gain after Trump says US adding more ...",Positive
929,Dow drops 330 points in worst day since May after Powell hints rate cut not ...,Negative
930,Vitol to buy stake in downstream company in Brazil,Positive
931,Itau Unibanco Holding reports Q2 results,Positive
932,The Fed is about to cut rates for the first time since 2008 as trade ...,Negative
933,CORRECTED-UPDATE 2-Brazil brewer Ambev beats Q2 profit forecasts; shares up 9%,Positive
934,Brazil brewer Ambev beats second-quarter profit forecasts; shares up 9%,Positive
935,EMERGING MARKETS-ECB limits gains for risky Latam assets; banks weigh on Bovespa,Positive
936,"Brazilian brewer Ambev Q2 profit up 8.5%, beats forecasts",Positive
937,"Week ahead: Earnings, GDP expected to show sluggish growth as investors await rate cut",Negative
938,"Stocks making the biggest moves premarket: Goldman Sachs, JP Morgan, J&J, KeyCorp & more",Positive
939,"What to watch today: Bank earnings, tech hearings on Capitol Hill, and alleged Tesla shortcuts",Positive
940,Trafigura ends use of middlemen after corruption probes,Neutral
941,AB InBev prepares largest IPO of the year,Neutral
942,Budweiser owner wants Asia IPO to boost acquisitions,Positive
943,Consultancies help clean up ‘Car Wash’ corruption,Positive
944,Traders fear ‘avalanche’ of Pemex bond sales Premium,Negative
945,Oil and gas services group settles bribery case with DoJ,Positive
946,Investment woes highlight Brazil’s bleak outlook,Positive
947,Scandal circles Swiss prosecutor at heart of Fifa case,Negative
948,Investors will shun chaotic Brazil until signs of progress,Negative
949,Brazil keeps interest rates at record low,Positive
950,Here’s how far oil prices could fall,Negative
951,U.S. banks fall on prospect of Fed rate cuts,Negative
952,UPDATE 1-Brazilian brewer Ambev signs $36 million deal to build solar plants,Positive
953,Brazilian brewer Ambev signs $36 million deal to build solar plants,Positive
954,The Brazilian school helping students do local business,Positive
955,"Iron ore prices will stay higher for longer, analyst predicts",Positive
956,"Here are the biggest analyst calls of the day: Amazon, Constellation Brands, Alibaba & more",Positive
957,"Natura agrees to buy Avon, creating cosmetics powerhouse",Positive
958,"FBI targets Johnson & Johnson, Siemens, GE, Philips in Brazil graft case: Sources",Negative
959,"‘I’m not 3G’s man’, says new Kraft Heinz chief executive",Negative
960,London Metal Exchange appoints first female chair,Negative
961,UPDATE 2-Brewer AB InBev could float Asia business in Hong Kong,Negative
962,Brewer AB InBev could float Asia business in Hong Kong,Neutral
963,UPDATE 1-Brazil's Ambev misses quarterly profit estimates amid higher costs,Positive
964,Brazil's Ambev misses quarterly profit estimates amid higher costs,Positive
965,UPDATE 1-Brazil's Ambev in stronger position to benefit from economic recovery -CEO,Positive
966,Brazil's Ambev misses profit estimates in Q1,Positive
967,"EMERGING MARKETS-Latam stocks extend losses on trade concerns, growth worries",Negative
968,Banco Bradesco SA to acquire BAC Florida Bank,Positive
969,Doubts about trade deal sour markets and create new risks in week ahead,Negative
970,Itau Unibanco Holding reports Q1 results,Positive
971,"Opening Bell, May 1, 2019",Neutral
972,"Today’s Bell Ringer, May 1, 2019",Neutral
973,New chief vows to keep Petrobras free from political meddling,Positive
974,"Stocks making the biggest moves midday: Pinterest, Zoom, Blackstone & more",Neutral
975,European markets close marginally higher amid earnings,Negative
976,Indonesia lifts tsunami warning after magnitude 6.8 quake off Sulawesi,Negative
977,Brazil to charge Vale over fatal dam collapse: WSJ,Negative
978,Brazil mining giant Vale will face criminal charges over deadly dam collapse: report,Negative
979,"EMERGING MARKETS-Latam stocks fall with Argentina, Brazil sliding most",Negative
980,Vale under pressure to improve safety as Union sells stake,Positive
981,"Governments could save $1 trillion in taxes by curbing corruption, new IMF research says",Positive
982,REFILE-EMERGING MARKETS-Latam currencies slip against strong dollar,Positive
983,"Brazil’s Vale announces write downs, profit after dam disaster",Neutral
984,Stocks slip as 10-year Treasury yield hits lowest level since 2017,Negative
985,Watch Wednesday’s trade data to see how China conflict is affecting US trade gap,Positive
986,‘Trump of the Tropics’: How Brazil’s President Came to Power,Positive
987,Two major U.S. banks weigh stablecoin projects,Negative
988,Exxon and Chevron just announced big plans to surge oil and gas output from top ...,Positive
989,"Stocks making the biggest moves premarket: Tesla, AT&T, Eli Lilly & more",Neutral
990,"EMERGING MARKETS-Latam FX dips, Brazil's real soft as traders trim positions",Negative
991,Brazil's Ambev reports lower recurring net profit on higher costs,Positive
992,"EMERGING MARKETS-Latam stocks, currencies dip; Trump-Kim meet's early end hits sentiment",Positive
993,Brazil's Ambev sees EBITDA in Brazil growing at a faster pace in 2019 - CFO,Positive
994,"Rio Tinto posts best underlying earnings in four years, offloads cash",Positive
995,"Next week will be pivotal for markets with trade ‘progress,’ Powell, Trump-Kim and more",Neutral
996,SLA clinches Asia deal after Japan’s Mitsubishi offloads stake,Positive
997,Itau Unibanco Holding reports Q4 results,Positive
998,The ‘Monster’ Texas Oil Field That Made the U.S. a Star in the World Market,Negative
999,Chevron beats profit expectations as annual oil and gas output hits record,Positive
1000,Banco Bradesco reports Q4 results,Negative
1001,Business leaders in Davos ‘don’t care’ if Brazil’s Bolsonaro is a populist — it’s all ...,Neutral
1002,"Bolsonaro will be remembered as ‘Thatcher of the Tropics’ if his reforms are successful, Itau ...",Positive
1003,UPDATE 1-Brazil Carnival's beer contracts probed for competition violations,Negative
1004,Brazil Carnival's beer contracts probed for competition violations,Negative
1005,"Stocks making the biggest moves after hours: United Airlines, Snap, Apple & more",Positive
1006,UPDATE 4-AB InBev considers partial IPO of Asian business -bankers,Negative
1007,AB InBev considers partial IPO of Asian business -bankers,Negative
1008,How 3 Funds Sidestepped a Market Thumping,Neutral
1009,AB InBev considers partial IPO of Asian business: Banker,Negative
1010,US-China: farmers count cost of trade war,Negative
1011,Brazil stocks broadly higher as new president makes moves,Positive
1012,"Brazil stocks, real gain in first session after Bolsonaro takes office",Positive
1013,Banco Bradesco goes ex-dividend on Wednesday,Positive
1014,Global markets battered in wake of Fed meeting,Neutral
1015,Brazil's Ambev builds solar plant to power beer distribution centers,Positive
1016,"Trade war doesn’t benefit anyone, especially emerging markets: CEO",Neutral
1017,Santander’s Roberto Campos Neto to become Brazil’s new central banker,Negative
1018,HSBC plots return to Brazil as chief eyes growth,Positive
1019,"There will be an oil shortage in the 2020s, Goldman Sachs says",Negative
1020,Trump Administration Spares Corporate Wrongdoers Billions in Penalties,Negative
1021,"Brazil election not a buying opportunity, instead wait to see what president does: Analyst",Positive
1022,Brazil names shoot higher after Bolsonaro victory; Petrobas +10%,Positive
1023,French and Benelux stocks-Factors to watch on Oct 26,Negative
1024,Brazil's Ambev latest victim of Argentine inflation in third quarter,Negative
1025,"UPDATE 4-Brewer Ambev squeezed by Brazil competition, Argentina inflation",Negative
1026,"Stocks making the biggest moves premarket: GE, PBR, AAPL, WMT & more",Neutral
1027,Brazil markets soar on strong first-round vote for Bolsonaro,Positive
1028,"Petrobras +14% on Bolsonaro election strength, BAML upgrade",Positive
1029,UPDATE 5-Brazil markets soar on strong 1st-round vote for Bolsonaro,Positive
1030,"Brazil stocks, currency rally as far-right presidential candidate extends lead",Neutral
1031,Brazil stocks rally as Bolsonaro's support rises ahead of Oct. 7 election,Positive
1032,PRA Group in partnership with Banco Bradesco for nonperforming loan servicing,Positive
1033,"EMERGING MARKETS-Argentina stocks, peso rebound as IMF talks stir optimism",Positive
1034,EMERGING MARKETS-Argentine equities rebound as traders seek bargains,Positive
1035,Heineken factory caught up in Brazil land dispute,Negative
1036,Brazil growth stalls ahead of presidential election,Positive
1037,"Brazil's Ambev plans to add 1,600 electric trucks to fleet",Positive
1038,"CORRECTED-Brazil's Ambev plans to add 1,600 electric trucks to fleet",Positive
1039,Brazil companies mull buying trucks to avoid higher shipping fees,Positive
1040,Heineken suffers hiccup as Brazil unit hits profits,Positive
1041,"Apple reports earnings in a hectic week for markets, with a Fed meeting and jobs ...",Positive
1042,UPDATE 2-Brazil's Ambev shares rise after strong Q2 results,Positive
1043,EMERGING MARKETS-Brazil stocks seesaw after flurry of corporate earnings,Negative
1044,Ambev CFO sees challenging operating environment in Brazil,Positive
1045,EMERGING MARKETS-LatAm stocks dip off highs after earnings reports,Positive
1046,Brazil's Ambev misses Q2 profit estimate despite higher beer sales,Positive
1047,"BRF, Carrefour among Brazil trucking strike victims as Q2 results roll in",Negative
1048,"RPT-FOCUS-Bar by bar, Heineken battles AB Inbev in Brazil",Negative
1049,European markets close higher as auto stocks jump 3.4%; investors monitor U.S.-China tariff deadline,Positive
1050,"Bar by bar, Heineken battles AB Inbev in Brazil",Negative
1051,"FOCUS-Bar by bar, Heineken battles AB Inbev in Brazil",Negative
1052,Brazilian start-ups defy economic gloom,Negative
1053,Ex-Brazil tycoon Batista handed 30-year sentence for corruption,Positive
1054,UPDATE 1-Ex-Brazil tycoon Batista handed 30-year sentence for corruption,Negative
1055,Brazil’s central bank faces test over currency,Negative
1056,Petrobras plunges on reports of CEO Pedro Parente resignation,Negative
1057,Petrobras CEO Pedro Parente has resigned from his post amid nationwide strikes,Negative
1058,Petrobras shares plunge 20% after CEO Pedro Parente resigns amid strikes,Negative
1059,Brazil returns to uneasy calm as protests wind down,Negative
1060,UPDATE 4-Brazil returns to uneasy calm as protests wind down,Negative
1061,Dow tumbles almost 400 points,Negative
1062,"Your first trade for Thursday, May 17",Positive
1063,Bunge files prospectus for Brazilian sugar IPO,Positive
1064,"Final Trade: SLV, FL & more",Positive
1065,Even strident populists must face Brazil’s fiscal reality,Negative
1066,Racial diversity in Brazil ‘turns to a new page’,Positive
1067,Grains of recovery whet appetite for fiscal reform in Brazil,Neutral
1068,"Closing Bell Ringer: May 15, 2018",Neutral
1069,UPDATE 1-Ambev misses profit estimates on weak Brazil sales,Negative
1070,Brazilian beverage company Ambev misses quarterly profit estimates,Positive
1071,Stocks close little changed after Trump decides to pull US from Iran nuclear deal,Positive
1072,Tech momentum could continue as Buffett buy helps give Apple best week since 2011,Positive
1073,"US crude sinks nearly 2% to 2-week low, settling at $67.25, as dollar surge weighs ...",Negative
1074,Publicis rises 5% after new clients lift revenues,Positive
1075,Megadeal puts Brazil back on M&A bankers’ radar,Positive
1076,Vale seeks new dividend policy as debt falls,Negative
1077,"Sugar glut pushes Brazil mills into ethanol, white sugar, washouts",Positive
1078,Value investors set to reap EM growth benefits,Positive
1079,Argentina approves AB Inbev plan for post-merger beer divestments,Positive
1080,‘Anarchist-capitalists’ in São Paulo shake the money box,Negative
1081,Technology opens road to navigating São Paulo’s gridlock,Positive
1082,Carlyle-backed Brazilian toy retailer Ri sets IPO price range,Positive
1083,"US oil at record output, and investors want companies mindful of ‘boom to bust’ spending",Positive
1084,UPDATE 2-Brazil's Ambev projects 2018 margin growth after solid quarter,Positive
1085,Brazil's AmBev misses quarterly profit estimates,Positive
1086,Asia to rise to 75% of EM index in planned revamp Premium,Positive
1087,"Stocks making the biggest moves after hours: LULU, CRUS & SWKS",Neutral
1088,Brazil’s second-biggest non-state bank names new CEO,Positive
1089,Bradesco executives charged with corruption in Brazil,Negative
1090,Petrobras executive director: We have made progress on governance,Positive
1091,Scandal-hit Brazilian oil giant promises dividend as soon as it returns to profit,Positive
1092,Bulls head abroad & a trade update on this oil name,Neutral
1093,Bulls are long for this energy stock,Positive
1094,"Brazil’s economy has recovered quite well, Itau’s Marino says",Positive
1095,Asia becomes key market for dollar bond sellers,Negative
1096,Brazil remains priced for perfection,Positive
1097,Quest for new oil discoveries still on back burner,Positive
1098,Here are the 10 most important stories for investors Wednesday morning,Positive
1099,Brazil’s Petrobras to pay $2.95 billion to settle US class action lawsuit over corruption,Negative
1100,Brazil's Petros pension fund sells 5.7 pct of Itaúsa,Neutral
1101,BT appoints new general counsel,Positive
1102,Brazilian shoppers help buoy nascent recovery,Positive
1103,"Petrobras CEO Parente talks earnings, attempting to gauge oil pricing",Positive
1104,Petrobras CEO: We see $55-$65 oil in the medium term,Positive
1105,Petrobras CEO says cheaper offshore oil puts Brazil on the ‘winner’s side’ of a tough ...,Positive
1106,Temer’s Brazil was mistakenly priced for perfection,Positive
1107,Brazil's Previ plans more diversified stock portfolio -Estado,Positive
1108,Oil could top $200 if Saudi-Iran war breaks out,Negative
1109,"UPDATE 1-Ambev results mixed on higher pricing, weak volumes",Negative
1110,Brazil's Ambev beats Q3 profit estimates,Positive
1111,Itaú Unibanco CEO readies for fintech battle,Negative
1112,Brazil investors wish for a privatisation carnival,Positive
1113,Fitch Affirms The Central America Bottling Corp. at 'BB+'; Outlook Stable,Neutral
1114,"Opening Bell, October 2, 2107",Neutral
1115,"Today’s Bell Ringer, October 2, 2017",Neutral
1116,A cool head for crisis: Ilan Goldfajn,Negative
1117,Brazil former presidents Lula and Rousseff charged in corruption case,Negative
1118,Major refineries are shutting down in the wake of Harvey flooding,Neutral
1119,"Major Texas refineries remain closed, reduce activity as Harvey batters Gulf Coast",Positive
1120,Asian stocks close mixed as oil markets digest Hurricane Harvey impact; euro near 2-1/2 year ...,Positive
1121,"Bumpy times in Brazil, but hedge funds boom",Positive
1122,Fintechs target Brazilian banks’ fat margins,Positive
1123,JBS puts meat on listings rebound in Brazil,Positive
1124,Why one investor is actually bullish on Brazil’s troubled state oil giant Petrobras,Neutral
1125,Outlook for Venezuelan debt market a function of political process: Amundi,Negative
1126,"August’s dog days will be anything but for Wall Street with big earnings, economic data ...",Positive
1127,Wall Street set to open higher as earnings dominate trading,Positive
1128,Carrefour’s Brazil Unit Prices I.P.O. at Low End of Range,Neutral
1129,Brazil’s J&F sells Havaianas maker for $1.1 bln,Positive
1130,CEOs failed to champion climate change report,Positive
1131,EMERGING MARKETS-Brazil markets down on political woes; power utilities soar,Positive
1132,"EMERGING MARKETS-Brazil markets dip, Mexican rate swap yields rise",Negative
1133,Brazil investors stoic against political turmoil,Negative
1134,EMERGING MARKETS-Brazil markets down after Temer charged with corruption,Negative
1135,Vale moves to limit Brazil government’s influence,Positive
1136,Havaianas flip-flop maker to be sold as scandal-hit owner looks to raise funds,Positive
1137,Breaking boundaries: the 2017 FT Global GC 20,Negative
1138,Goldman Sachs lowers oil price projections on potential shale surge,Positive
1139,Culture of corruption engulfs Brazilian elite,Positive
1140,EMERGING MARKETS-Brazil stocks rebound on bargain hunting; political woes linger,Negative
1141,S&P puts 38 Brazilian financial institutions’ ratings on negative watch,Negative
1142,There’s 100% chance that Brazil’s President Michel Temer will leave before end of mandate: Analyst,Positive
1143,Brazil slowly developing into a fintech powerhouse as political scandal swirls,Negative
1144,Brazilian stocks rebound as political turmoil rumbles on,Neutral
1145,"Brazil stocks plunge on emerging political scandal, post worst day since 2008",Negative
1146,"If oil prices recover, these stocks may become attractive",Positive
1147,Brazil president taped discussing pay-off for witness in graft probe-O Globo,Positive
1148,Goldman Sachs sees big potential for fintech in Brazil,Positive
1149,São Paulo’s talent for renewal is paying off,Positive
1150,Goldman Sachs Sees Big Potential for Fintech in Brazil,Positive
1151,BNDES overhauls lending,Negative
1152,Reforms end three years of turmoil and recession in Brazil,Negative
1153,Brazil ex-President Lula calls graft case a ‘farce’ in fiery defence,Negative
1154,The lean and mean approach of 3G Capital,Negative
1155,Brazil takes step closer to pensions overhaul,Negative
1156,Brazil's Ambev misses estimates as cost pressure bites,Negative
1157,UPDATE 3-Ambev sees cost pressure easing in weak Brazil market,Negative
1158,"Ambev's Paiva pledges to curb expenses, bolster premium brands",Neutral
1159,"Opening Bell, May 3, 2017",Neutral
1160,"Today’s Bell Ringer, May 3, 2017",Neutral
1161,Temer pushes labour reforms despite backlash,Negative
1162,Azul float raises hopes for Brazil’s stalled IPO market,Positive
1163,Brazil cuts interest rates as inflation nears target,Positive
1164,Ousted Brazilian President Dilma Rousseff: I was the victim of a coup,Negative
1165,"Azul, shareholders fetch $645 million in bigger-than-expected Brazil, US IPO",Positive
1166,Vale turns to experienced Brazilian manager in Schvartsman,Positive
1167,Vale appoints local industry insider as new CEO,Positive
1168,Tencent pushes past Alibaba as biggest EM stock,Positive
1169,Futures suggest a higher open on Wall Street as oil prices rebound,Positive
1170,Brazil strives to quell meat scandal as Hong Kong bans imports,Negative
1171,3 reasons Latin American stocks will continue to soar,Positive
1172,Stocks close mixed in choppy session after deluge of Fed speakers,Negative
1173,This foursome could be the most exciting event for markets Tuesday,Positive
1174,"Scandal roils Brazil meat sector; China, EU, S. Korea suspend imports",Negative
1175,Brazil to emerge from recession by year end,Negative
1176,This is why Washington wrangling could become a bigger deal in the week ahead,Negative
1177,Cautious Optimism in Brazil as Appetite Returns for I.P.O.s,Positive
1178,Petrobras CEO: This strategic plan will reduce debt by half,Positive
1179,Search for new chief heightens concerns at Vale,Neutral
1180,Economic situation in Brazil is improving: Pro,Positive
1181,UPDATE 2-AB InBev suffers first core profit decline on Brazil slump,Negative
1182,AB InBev suffers first core profit decline on Brazil slump,Negative
1183,"EMERGING MARKETS-LatAm stocks, currencies drop on bets of U.S. rate hike",Negative
1184,"UPDATE 2-Weak Brazil beer sales hit Ambev earnings, shares down",Positive
1185,Brazil's Ambev posts $1.6 bln net income in fourth quarter,Neutral
1186,"Dow closes above 21,000 as stocks post best day of 2017 after Trump’s speech",Positive
1187,Dow snaps 12-day winning streak ahead of Trump’s speech to Congress,Positive
1188,Dow notches 12th straight record close as Wall Street braces for Trump speech,Positive
1189,"There’s a big week ahead, and what President Trump tells Congress could be a huge ...",Positive
1190,Cramer’s 4 big reasons stocks are rallying (Hint: They have nothing to do with Trump),Positive
1191,Cramer Remix: How Garmin could outrun Fitbit,Neutral
1192,"Why stocks are rallying, and it isn’t Trump: Cramer",Positive
1193,Breakingviews: The race is on to be the SABMiller of food,Positive
1194,Food Industry May Follow the Brewers’ Merger Frenzy,Negative
1195,The race is on to be the SABMiller of food,Positive
1196,Vale welcomes moves to end investors’ power pact,Positive
1197,Vale to dissolve shareholder agreement,Positive
1198,UPDATE 3-Heineken takes battle to AB InBev in Brazil with $1 bln Kirin deal,Negative
1199,Heineken takes battle to AB InBev in Brazil with $1 billion Kirin deal,Negative
1200,Banks Look to Cellphones to Replace A.T.M. Cards,Negative
1201,Brazil's former richest man to stand trial on corruption charges,Positive
1202,UPDATE 1-Brazil's former richest man to stand trial on corruption charges,Positive
